Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
CR15-0558	LG05-4317	LG03-2979	( LG05-4317 ( LG94-4667 ( PI_458511 , Flyer ) , LG98-1445 ( LG91-7431 ( LG84-1272 ( PI_227333 , PI_91730-1 ) , Elgin ) , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) ) , LG03-2979 ( Rend , LG95-258 ( LG86-3574 ( PI_424159_B , PI_407710 ) , LG88-2694 ( Ripley , PI_370059 ) ) ) )	-	-
CR15-0616	CL05-4637	AR08-286003	( CL05-4637 ( CL0J173-6-8 ( Kottman , Dwight ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , AR08-286003 ( Agripro_98620-B01-51163_ , AR02-101001 ( Pioneer_P9233 , A96-591033 ( IA3003 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) ) ) )	-	-
CR15-0619	CL05-4637	AR08-286003	( CL05-4637 ( CL0J173-6-8 ( Kottman , Dwight ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , AR08-286003 ( Agripro_98620-B01-51163_ , AR02-101001 ( Pioneer_P9233 , A96-591033 ( IA3003 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) ) ) )	-	-
CR15-0635	CL05-4637	AR08-286003	( CL05-4637 ( CL0J173-6-8 ( Kottman , Dwight ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , AR08-286003 ( Agripro_98620-B01-51163_ , AR02-101001 ( Pioneer_P9233 , A96-591033 ( IA3003 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) ) ) )	-	-
CR15-0636	CL05-4637	AR08-286003	( CL05-4637 ( CL0J173-6-8 ( Kottman , Dwight ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , AR08-286003 ( Agripro_98620-B01-51163_ , AR02-101001 ( Pioneer_P9233 , A96-591033 ( IA3003 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) ) ) )	-	-
CR15-0638	CL05-4637	AR08-286003	( CL05-4637 ( CL0J173-6-8 ( Kottman , Dwight ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , AR08-286003 ( Agripro_98620-B01-51163_ , AR02-101001 ( Pioneer_P9233 , A96-591033 ( IA3003 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) ) ) )	-	-
CR15-0899	PI556839	LD00-3309	( PI556839 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) )	-	-
CR15-1369	4J10534	LD06-7620	( 4J10534 , LD06-7620 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , LD00-3309_ ) )	-	-
CR15-1378	4J10534	LD06-7620	( 4J10534 , LD06-7620 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , LD00-3309_ ) )	-	-
CR15-1382	4J10534	LD06-7620	( 4J10534 , LD06-7620 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , LD00-3309_ ) )	-	-
CR15-1385	4J10534	LD06-7620	( 4J10534 , LD06-7620 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , LD00-3309_ ) )	-	-
CR15-2189	CL05-3314	PI556875	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , PI556875 )	-	-
CR15-2225	CL05-51227	PI556840	( CL05-51227 ( 0J173-6Mo , IA3025 ) , PI556840 )	-	-
CR15-2775	LS07-1343	PI_556909	( LS07-1343 ( LN97-15076 ( Macon , Stressland ) , LD02-4485 ( M90-184111 ( L85P-558 ( L73-4673 ( Corsoy , L66L-154 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Fayette ) , M86-1973 ( M75-89 ( Corsoy , M68-303 ( M60-406 ( Blackhawk , Harosoy ) , Beeson ) ) , L77-906 ) ) , IA3010 ) ) , PI_556909 )	-	-
CR16-0008	CL04-13234	CL05-20252-2	( CL04-13234 ( CL0J173-6-2_ , Syngenta_S18-N5_ ) , CL05-20252-2 )	-	-
CR16-0011	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0014	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0016	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0020	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
